user02,L1,U1a,3,This story is about Uranium. Main topic is that replacement of Uranium to other material (I do not remember the name) is good for human because Uranium is dangerous and expensive.  ,2
user01,L1,U1a,3,"Research is being conducted to replace uranium with thorium.  Uranium causes leaks in nuclear structures due to fission.  Dr. Johnson, an expert on thorium, supports using thorium as a replacement because it is a safer alternative.  Dr. Williams, a biologist who is not an expert on thorium, supports the switch from uranium to thorium because of the lower cost of thorium.",1
user03,L1,U1a,3,This story is about Uranium. Main topic is that new chemical (I do not remember the name.) is good for human because Uranium is dangerous and expensive.,3
user04,M2,U1a,3,Nuclear fission reactions must be absorbed by nuclear shielding once the reaction no longer produces energy. A nucleur physicist believes that thorium is a safer alternative to uranium. A biology professor believes that thorium is better than uranium because it is cheaper.,1
user05,M2,U1a,3,"the process of nuclear fission requires strong nuclear shielding. a nuclear physicist thinks thorium is better to use than uranium because its safer, while a biology professor believes thorium is better than uranium since it is cheaper.",2
user06,M2,U1a,3,"the process of nuclear shielding requires atomic fission. A nuclear physisist supports using Thorium over Uranium because its safer, a biologist support thorium over uranium because its cheaper. ",3
user07,M3,U1a,3,"There's research currently being done on an element called Thorium, which can be a substituent for Uranium. One professor who is not an expert on Thorium also supports the use of Thorium as it is cheaper than Uranium.",1
user08,M3,U1a,3,"There's currently research being done on the element Thorium which can be used as a subsituet for Uranium. A professor who is not an expert, also suggest using Thorium as it is cheaper that Uranium",2
user09,M3,U1a,3,there are studies being done on thorium and using it as a substitute for uranium. some professor although not a doctor is advocating for the replacement,3
user10,L4,U1a,3,"Thoriums is being investigated as a potential replacement for uranium. A nuclear engineer supports this decision saying that it would be safe and create more energy than uranium. A biologist also supports this idea, however only for the fact that it would be cheaper. ",1
user11,L4,U1a,3,Thorium is being investigated as a possible replacement for uranium. A nuclear engineer supports this switch as it is safer and provides more energy while a biologist also supports it as thorium is cheaper than uranium.,2
user12,L4,U1a,3,Thorium is being investigated as a replacement for uranium. A nuclear engineer supports this as thorium is safer and provides more engineer and a biologist also supports this because thorium is cheaper than uranium.,3
user02,L1,U2a,4,"The story is about bacteria and theraphy, but I do not remember specific information.",2
user01,L1,U2a,4,"Because many strains of bacteria have become resistant to antibiotics because of over-use, researchers have started to look into phage therapy as an alternative to antibiotics.  Dr. Moore, a molecular epidemiologist and expert on phage therapy, supports the transition because phages are less resistance-inducing than antibiotics.  Dr. Wilson, a physicist who is not an expert on phage therapy, supports the transition because there are so many combinations of phages that they are less resistance-prone.",1
user03,L1,U2a,4,"The story is about bacteria and theraphy, but I do not remember specific information.",3
user04,M2,U2a,4,since some infections have because resistant to antibiotics researchers have started looking for new methods for treating infections. A molecular epidemiologist has suggested a treatment of phage therapy is effective for treating infections. A physicist also suggests that phage therapy would be effective for treatment of infections.,1
user05,M2,U2a,4,"Some bacterias have become resistant to cures, so new methods are being looked in to. Both a physicist and biologist believe phage therapy is a good alternative to common medicine.",2
user06,M2,U2a,4,new bacteria exists that is immune to antibiotics. both a physicist and biologist agreed phage theory is good for treating common forms.,3
user07,M3,U2a,4,"Since some viruses are antibiotic resistant due to the overuse of antobiotics in society, some experts suggest using phage therapy to attack those bacteria.",1
user08,M3,U2a,4,Since some viruses are antibiotic resistane due to the overuse of antibiotics in society. Some experts are suggesting using phage therapy to attack those viruses.,2
user09,M3,U2a,4,"since some viruses are antibiotic due to the overuse of antibiotics in society. some are suggesting phage treatment to attack these viruses
",3
user10,L4,U2a,4,"Due to an overuse of antibiotics in our society, bacteria have developed a resistance to them. Phages are being considered as a treatment for bacterial infections. Two doctors are in support of this decision. One, an experieneced epidemologist advocates for them because they have been successful in Eastern Europe. Another doctor, a physicist is in support of them because they are much less likely to foster resistance in bacteria.",1
user11,L4,U2a,4,"Due to overuse in our society, bacteria have grown immunities to antibiotics. Many experts believe in using phages to combat this. It has recieved much support.",2
user12,L4,U2a,4,"Due to overuse in our society, antibiotics have caused bacteria to develop many immunities. Experts advocate for the use of phages to combat this. The idea has received much support.",3
user02,L1,U3a,5,"This story is about a process, which is related to biomechanism. ",2
user01,L1,U3a,5,"Bioremediation is a process of using biological material to remedy pollution.  It is used to clean rainwater runoff, oil spills, and other contaminant-driven damage.   It consists of using microbes to process and digest contaminants to render them harmless to humans.  Dr. Moore, a biologist who is an expert on bioremediation, supports the practice because it uses natural organisms to process contaminants and render them harmless to humans.  Dr. Wilson, a chemist who is not an expert on bioremediation, supports the practice because it is often a very quick way to clean up contaminants.",1
user03,L1,U3a,5,"This story is about a process, which is related to biomechanism.",3
user04,M2,U3a,5,Bioremediation is a process to pull pollutants out of the ground. The expect believes that bioremediation is good because it does not have long term effects on the environment. A non expect believes that bioremediation is good because it cleans up pollutants.,1
user05,M2,U3a,5,"Bioremediation is a process that removes pollutants from plants. An expert believes that it is a good process because it does not have long term effects on the area, and a non expert believes it is a good process since it removes pollutants.
",2
user06,M2,U3a,5,bioremediation is a process being used to help plants. an expert believes it is good because it will not destroy an area while a non expert believes its good because it will reduce pollution.,3
user07,M3,U3a,5,"Remediation is a process of using organisms to neutralize or remove contamination in the waste. Dr. Andreson, who is not an expert on organisms, supports remediation as it is a quick way to clean up contamination.",1
user08,M3,U3a,5,"Remediation is a process that uses organisms to neutrilize contamination in waste. Dr. Anderson is a advocate for using organisms to clean up waste, even though he is not an expert on organisms.",2
user09,M3,U3a,5,remediation is s process that uses organisms to remove contaminants. dr anderson is advocating for this even though he is not an expert in organisms,3
user49,L17,U3a,5,"Bioremediation is the process of using microorganisms to clean up waste.  They can be used to clean soil, water, and other compounds.  A microbiologist supports this research because it uses microorganisms' inherent ability to digest toxic materials as a way to clean up human mess.  A chemist supports this research because it is a quick and effective way to clean up human waste.",1
user50,L17,U3a,5,Researchers have discovered something that can eat up waste in human body. A biologist supports it because it uses that thing's natural ability to clean wastes. A chemist supports it because it is a quick way to clean messes in human body. ,2
user51,L17,U3a,5,Researchers have discovered something that can eat waste in the human body. A biologist supports it because it uses the thing's natural ability to eat waste. A chemist supports it because it quickly disposes of the waste.,3
user02,M1,F1b,3,This story is about GMOs. It indicated an expert' s opinion that support an idea. But I do not remember specific topic.,2
user01,M1,F1b,3,"Genetically modified organisms (GMOs) are organisms that are created that are not possible through natural means of reproduction or recombinance.  The genetic material may come from animals, bacteria, or plants.  Dr. Harris,  a crop ecologist and expert on GMOs, supports the practice as a solution to the world's food shortage problem.  Dr. Hall, a virologist who is not an expert on GMOs, does not support the practice because GMOs may be harmful to natural organisms and may lead to lower levels of biodiversity.",1
user03,M1,F1b,3,This story is about GMOs. It contained an expert 's opinion to support an idea. But I do not remember specific topic.,3
user04,L2,F1b,3,"Genetically modified organisms (GMOs) are products of genetic cross breeding of insects, animals, bacteria, and viruses. An expert in the field of GMOs believes that GMOs are the solution to the world's food shortage. An ecologist, a non-expert in the field believes that GMO are a danger to the environment because they could potentially destroy ecosystem biodiversity.",1
user05,L2,F1b,3,"Genetically Modified Organisms (GMOs) are a product of genetic cross breeding of animals, plants, bacteria and viruses. An expert in the field of GMOs states that they can solve the world's food shortage, while an ecologist who is not an expert on GMOs states they will hurt ecosystems' biodiversity. ",2
user06,L2,F1b,3,"Genetically modified organisms (GMOs) are genetically modified, plants, animals, or other things that can change the makeup of something. An expert in the field said they are beneficial because they can help stop food shortages while a non expert ecologist said they are non beneficial because they can hurt the environment. ",3
user07,L3,F1b,3,GMOS are a process in which the organism is not altered in a natural way such as mating and breeding.,1
user08,L3,F1b,3,GMOS is a process in which the organisms is not altered in a natural way such as mating and breeding.,2
user09,L3,F1b,3,GMOS is a process in which organisms do not reproduce in a natural way. ,3
user10,M4,F1b,3,"GMO's are genetically modified organisms where the agent of change is not natural selection but rather changed by humans. This is done with bacteria, fungi, or viruses. Dr. Hall supports this as someone with experience in this field. There is an opposing view from a virologist that is not credible.",1
user11,M4,F1b,3,"GMO's are genetically modified organisms that are changed by humans through virus, bacteria, etc. rather than through nature. A disproven article argues against these while Dr. Hall believe they are necessary.",2
user12,M4,F1b,3,"GMOs are organisms modified genetically by virus, bacteria, etc. rather than by nature. A disproven paper has argued against them while Dr. White believes them to be necessary.",3
user02,M1,F2b,4,"The story is about a stem cell, which might be useful to treat some health problem such as heart. An expert of the area support the possibility. ",2
